Serial_Id,name,price,year,Odometer_Reading,fuel,transmission,Mileage,Engine_No,Horse_Power,Seats
956,Hyundai Verna Xi (Petrol),1.3,2008,"80,000.00",Petrol,Manual,13.9,1599,103.2,5
957,Renault Scala Diesel RxL,7,2017,"80,000.00",Diesel,Manual,21.64,1461,84.8,5
958,Maruti Swift Dzire LDI,4.5,2017,100000,Diesel,Manual,26.59,1248,74,5
959,Mercedes-Benz C-Class C 220 CDI Sport Edition,13.85,2013,"35,400.00",Diesel,Automatic,14.84,2143,167.62,5
960,Tata Zest Quadrajet 1.3 XM,2.85,2015,"68,500.00",Diesel,Manual,23,1248,88.7,5
961,BMW 7 Series 730Ld DPE Signature,69,2017,"18,000.00",Diesel,Automatic,17.66,2993,355.37,4
962,Maruti Swift VXI,4.95,2016,"37,000.00",Petrol,Manual,18.6,1197,85.8,5
963,Honda Brio V MT,3.1,2013,"42,289.00",Petrol,Manual,19.4,1198,86.8,5
964,Honda WR-V i-VTEC VX,8,2017,"10,000.00",Petrol,Manual,17.5,1199,88.7,5
965,Renault KWID 1.0 RXT Optional,2.6,2017,"40,000.00",Petrol,Manual,23.01,999,67,5
966,Maruti Alto LX,0.65,2003,120000,Petrol,Manual,19.7,796,46.3,5
967,Hyundai Grand i10 Sportz,4.6,2016,"60,000.00",Petrol,Manual,18.9,1197,82,5
968,Hyundai i20 Magna 1.4 CRDi (Diesel),4.5,2014,100000,Diesel,Manual,21.9,1396,88.76,5
969,Ford Classic 1.4 Duratorq Titanium,4.3,2014,100000,Diesel,Manual,19.68,1399,67,5
970,Maruti Wagon R VXI Minor,1.05,2007,"55,000.00",Petrol,Manual,18.9,1061,67,5
971,Honda CR-V 2.4L 4WD AT,17.75,2017,"34,000.00",Petrol,Automatic,12,2354,187.4,5
972,Ford Ecosport 2015-2021 1.5 TDCi Trend BSIV,5.25,2016,"67,000.00",Diesel,Manual,22.77,1498,98.59,5
973,Renault KWID Climber 1.0 AMT,3.41,2017,"10,000.00",Petrol,Automatic,24.04,999,67,5
974,Mitsubishi Pajero 4X4 LHD,7.9,2012,"95,000.00",Diesel,Manual,9.5,2835,118.6,6
975,Hyundai Creta 1.6 VTVT E Plus,7.75,2016,"20,699.00",Petrol,Manual,15.29,1591,121.3,5
976,Toyota Fortuner 3.0 Diesel,10.99,2011,"75,000.00",Diesel,Manual,11.5,2982,171,7
977,Honda Amaze SX i-DTEC,3.2,2014,"89,000.00",Diesel,Manual,25.8,1498,98.6,5
978,Skoda Rapid 1.6 MPI AT Ambition Plus,5.99,2017,"59,000.00",Petrol,Automatic,14.3,1598,103.6,5
979,Mahindra Scorpio S2 9 Seater,7.5,2014,120000,Diesel,Manual,15.4,2523,75,9
980,Tata Indigo LX BSIV,1.4,2011,228000,Diesel,Manual,23.03,1396,69,5
981,Fiat Punto 1.2 Active,2.2,2010,"35,000.00",Petrol,Manual,15.7,1172,67,5
982,Maruti Swift VDI Optional,5.1,2017,"68,791.00",Diesel,Manual,25.2,1248,74,5
983,Maruti Alto 800 VXI BSIV,3,2019,"10,300.00",Petrol,Manual,24.7,796,47.3,5
984,Maruti Ertiga ZDI Plus,11,2019,"25,000.00",Diesel,Manual,25.47,1248,88.5,7
985,Maruti Ritz VDI (ABS) BS IV,2.6,2013,"68,001.00",Diesel,Manual,23.2,1248,73.94,5
986,Maruti Swift Dzire 1.2 Vxi BSIV,4.35,2014,"36,000.00",Petrol,Manual,17.5,1197,85.8,5
987,Honda Jazz Mode,3.2,2011,"60,000.00",Petrol,Manual,16,1198,90,5
988,Maruti Alto K10 VXI,3.5,2016,"25,000.00",Petrol,Manual,23.95,998,67.05,5
989,Mercedes-Benz E-Class Exclusive E 220 d BSIV,37.5,2017,"48,000.00",Diesel,Automatic,16.1,1950,191.7,5
990,Honda CR-V 2.4 AT,14.9,2017,"90,000.00",Petrol,Automatic,10.1,2354,152,5
991,Maruti Swift Dzire ZDI,5.5,2013,"70,000.00",Diesel,Manual,23.4,1248,74,5
992,Hyundai Verna 1.6 CRDi SX,5.25,2015,"90,000.00",Diesel,Manual,23.9,1582,126.2,5
993,Hyundai Verna 1.6 SX CRDi (O),4.15,2012,"96,000.00",Diesel,Manual,22.32,1582,126.32,5
994,Maruti Ritz ZXi,3.89,2015,"62,000.00",Petrol,Manual,18.5,1197,85.8,5
995,Hyundai Santro Xing GL,1.85,2010,"69,582.00",Petrol,Manual,0,1086,62,5
996,Maruti Alto 800 LX,2,2015,"90,000.00",Petrol,Manual,22.74,796,47.3,5
997,Renault Pulse RxL,3.1,2014,"80,000.00",Diesel,Manual,23.08,1461,63.12,5
998,Maruti Ertiga VXI,6.95,2017,"41,000.00",Petrol,Manual,16.02,1373,93.7,7
999,Hyundai i10 Magna 1.1L,1.6,2008,"30,000.00",Petrol,Manual,19.81,1086,68.05,5
1000,Hyundai i10 Magna,2.35,2011,"29,000.00",Petrol,Manual,20.36,1197,78.9,5
1001,Maruti Wagon R LXI BS IV,3,2012,"59,000.00",Petrol,Manual,18.9,998,67.1,5
1002,Hyundai i20 Active S Petrol,6,2018,"12,000.00",Petrol,Manual,17.19,1197,81.86,5
1003,Tata Indigo eGLX BS IV,1.8,2011,"60,000.00",Petrol,Manual,15.64,1193,64.1,5
1004,Maruti Wagon R LXI CNG,3.57,2018,"45,874.00",CNG,Manual,26.6,998,58.16,5
1005,Honda Amaze E i-Dtech,3.2,2016,100000,Diesel,Manual,25.8,1498,98.6,5
1006,Ford Figo Diesel EXI,2.5,2011,"10,000.00",Diesel,Manual,20,1399,68,5
1007,Toyota Corolla Altis G,4.5,2012,"81,000.00",Petrol,Manual,14.53,1798,138.1,5
1008,Volkswagen CrossPolo 1.2 TDI,3.3,2014,"22,000.00",Diesel,Manual,22.07,1199,74,5
1009,Maruti Ciaz 1.4 AT Alpha,7.7,2017,"40,000.00",Petrol,Automatic,19.12,1373,91.1,5
1010,Toyota Corolla Altis Diesel D4DG,4.5,2012,"67,000.00",Diesel,Manual,21.43,1364,87.2,5
1011,Maruti Swift VDI BSIV,1.85,2009,200000,Diesel,Manual,17.8,1248,null ,5
1012,Mahindra XUV300 W8 Option BSIV,11.4,2019,"25,000.00",Petrol,Manual,17,1197,110,5
1013,Mercedes-Benz CLA 200 CDI Sport,22,2016,"35,000.00",Diesel,Automatic,17.9,2143,136,5
1014,Maruti Zen Estilo LXI BSIII,1.1,2007,"35,000.00",Petrol,Manual,18.2,998,67.1,5
1015,Maruti Swift Ldi BSIV,2,2011,150000,Diesel,Manual,17.8,1248,75,5
1016,Ford Ecosport 2015-2021 1.5 Ti VCT MT Trend BSIV,7,2017,"40,000.00",Petrol,Manual,15.85,1499,110.4,5
1017,Maruti Swift Dzire ZDI,4.8,2013,"65,000.00",Diesel,Manual,23.4,1248,74,5
1018,Mahindra Quanto C8,4,2013,"50,000.00",Diesel,Manual,17.21,1493,100,7
1019,Hyundai i20 1.2 Spotz,6,2017,"45,000.00",Petrol,Manual,18.6,1197,81.83,5
1020,Hyundai Xcent 1.1 CRDi SX,5,2014,"35,000.00",Diesel,Manual,24.4,1120,71,5
1021,Tata Nano Cx,0.75,2010,"5,000.00",Petrol,Manual,26,624,35,4
1022,Maruti Swift VDI Optional,4.1,2014,"80,000.00",Diesel,Manual,25.2,1248,74,5
1023,Honda City i DTec VX Option,7.5,2016,"60,000.00",Diesel,Manual,26,1498,98.6,5
1024,Maruti Baleno Delta 1.2,5.1,2015,"38,819.00",Petrol,Manual,21.4,1197,83.1,5
1025,Honda WR-V i-VTEC VX,8.75,2019,"5,700.00",Petrol,Manual,17.5,1199,88.7,5
1026,Nissan Micra Active XV,4.1,2017,"30,000.00",Petrol,Manual,19.69,1198,67.04,5
1027,Maruti Baleno Alpha 1.2,5.65,2017,"24,000.00",Petrol,Manual,21.4,1197,83.1,5
1028,Maruti Wagon R VXI,2.95,2014,"50,000.00",Petrol,Manual,20.51,998,67.04,5
1029,Tata Indigo eLS BS IV,1.8,2013,100000,Diesel,Manual,25,1396,69.01,5
1030,Tata Tiago 1.2 Revotron XM,3.8,2017,"35,000.00",Petrol,Manual,23.84,1199,84,5
1031,Mahindra Scorpio 2009-2014 EX 2WD 7S,6.5,2014,"70,000.00",Diesel,Manual,14,2523,75,7
1032,BMW 7 Series 730Ld,16,2011,"78,251.00",Diesel,Automatic,14.49,2993,258,5
1033,Hyundai Xcent 1.2 Kappa SX Option,3.7,2016,"60,000.00",Petrol,Manual,19.1,1197,82,5
1034,Hyundai Verna 1.6 SX CRDi (O),4.5,2013,"59,867.00",Diesel,Manual,22.32,1582,126.32,5
1035,Maruti S-Presso VXI Plus,4.2,2019,"8,400.00",Petrol,Manual,21.7,998,67,5
1036,Maruti Celerio VXI AT,3.6,2014,"9,000.00",Petrol,Automatic,23.1,998,67.04,5
1037,Maruti Celerio VXI AT,4.25,2015,"17,000.00",Petrol,Automatic,23.1,998,67.04,5
1038,Tata Safari 2005-2017 DICOR 2.2 EX 4x2 BS IV,2.5,2012,"94,000.00",Diesel,Manual,13.93,2179,138.03,7
1039,Volkswagen Polo Diesel Comfortline 1.2L,2.9,2012,"35,000.00",Diesel,Manual,22.07,1199,73.9,5
1040,Honda Amaze S Petrol,6.4,2019,"25,000.00",Petrol,Manual,18.6,1199,88.76,5
1041,Maruti Wagon R LXI BSIII,0.8,2005,"90,000.00",Petrol,Manual,14,1061,64,5
1042,Mahindra XUV500 2011-2015 W8 FWD,7,2013,"90,000.00",Diesel,Manual,15.1,2179,140,7
1043,Maruti Swift Dzire VDI,5.5,2016,"40,000.00",Diesel,Manual,26.59,1248,74,5
1044,Maruti Swift Dzire LDI,3,2014,"78,916.00",Diesel,Manual,23.4,1248,74,5
1045,Hyundai Verna VTVT 1.6 SX,9,2017,"19,000.00",Petrol,Manual,17,1591,121.3,5
1046,Maruti Swift ZXI BSIII,2.4,2008,"75,900.00",Petrol,Manual,16.1,1298,88.2,5
1047,Hyundai i20 1.2 Spotz,6.55,2017,"33,230.00",Petrol,Manual,18.6,1197,81.83,5
1048,Ford Figo 1.2P Titanium MT,2.9,2015,"58,000.00",Petrol,Manual,18.16,1196,86.8,5
1049,Maruti Alto LX,0.8,2003,"90,000.00",Petrol,Manual,19.7,796,46.3,5
1050,Hyundai Grand i10 Magna,4.25,2017,"17,000.00",Petrol,Manual,18.9,1197,82,5
1051,Maruti Swift Dzire VXI,3.8,2014,114605,Petrol,Manual,19.1,1197,85.8,5
1052,Kia Seltos HTK Plus D,12.5,2019,"19,000.00",Diesel,Manual,20.8,1493,113.4,5
1053,Fiat Punto 1.2 Active,1.1,2009,"40,000.00",Petrol,Manual,15.7,1172,67,5
1054,Maruti Vitara Brezza ZDi,8.84,2017,"35,000.00",Diesel,Manual,24.3,1248,88.5,5
1055,Mahindra Bolero Power Plus ZLX,8,2018,"50,000.00",Diesel,Manual,16.5,1493,70,7
1056,Honda City 2017-2020 VTEC Plus,5.8,2013,"74,000.00",Petrol,Manual,16.9,1497,100,5
1057,Tata Indigo eLX BS IV,1.9,2011,"70,000.00",Diesel,Manual,23.03,1396,69,5
1058,Maruti Wagon R VXI 1.2,5,2019,"6,000.00",Petrol,Manual,20.52,1197,81.8,5
1059,BMW 5 Series 520d Luxury Line,47.5,2018,"7,000.00",Diesel,Automatic,22.48,1995,187.74,5
1060,Hyundai Grand i10 Sportz,5.4,2014,"40,000.00",Petrol,Manual,18.9,1197,82,5
1061,Datsun GO Plus A,3,2015,"70,000.00",Petrol,Manual,20.62,1198,67,7
1062,Maruti Swift Dzire VXI 1.2,6.4,2019,"10,000.00",Petrol,Manual,21.21,1197,81.8,5
1063,Maruti Vitara Brezza VDi AMT,8.75,2018,"34,000.00",Diesel,Automatic,24.3,1248,88.5,5
1064,Maruti Vitara Brezza ZDi Plus,7.5,2017,"39,000.00",Diesel,Manual,24.3,1248,88.5,5
1065,Hyundai Xcent 1.2 CRDi E Plus,5.8,2018,110000,Diesel,Manual,25.4,1186,73.97,5
1066,Tata Tiago 2019-2020 XZ,5.35,2020,"10,000.00",Petrol,Manual,23.84,1199,83.83,5
1067,Honda City 1.5 S MT,2.62,2009,"66,000.00",Petrol,Manual,17,1497,118,5
1068,Maruti Ciaz VDI SHVS,5.91,2016,"38,000.00",Diesel,Manual,28.09,1248,88.5,5
1069,Hyundai i20 Sportz 1.4 CRDi,3.5,2013,110000,Diesel,Manual,21.9,1396,88.76,5
1070,Maruti Ertiga BSIV VXI,7.2,2018,"25,000.00",Petrol,Manual,17.5,1373,91.1,7
1071,Hyundai Creta 1.4 S,10.5,2018,"40,000.00",Diesel,Manual,22.1,1396,88.7,5
1072,Audi A4 New  2.0 TDI Multitronic,10,2011,"61,000.00",Diesel,Automatic,15.2,1968,140.8,5
1073,Tata Tiago 1.05 Revotorq XE,3.8,2018,"63,000.00",Diesel,Manual,27.28,1047,69,5
1074,Mahindra Xylo D4 BS III,4,2014,170000,Diesel,Manual,14.95,2489,93.7,7
1075,Maruti Vitara Brezza ZDi,8.5,2019,"7,980.00",Diesel,Manual,24.3,1248,88.5,5
1076,Maruti Alto 800 LXI,2.25,2016,"30,000.00",Petrol,Manual,22.74,796,47.3,5
1077,Mercedes-Benz E-Class E 200 CGI Avantgarde,8.9,2011,"60,000.00",Petrol,Manual,12.3,1796,185,5
1078,Maruti Swift VDI,5.6,2017,"45,000.00",Diesel,Manual,28.4,1248,74,5
1079,Maruti Baleno LXI,1.2,2006,"43,000.00",Petrol,Manual,15.4,1590,94,5
1080,Ford Endeavour 3.0L 4X4 AT,4.25,2011,"62,000.00",Diesel,Automatic,11.4,2953,153.86,7
1081,Tata Nexon 1.2 Revotron XMA,8.75,2019,"6,507.00",Petrol,Automatic,17,1198,108.5,5
1082,Ford Aspire 1.2 Ti-VCT Titanium,5.9,2018,"8,000.00",Petrol,Manual,18.16,1196,86.8,5
1083,Tata Indica DiCOR DLG BS-III,2.7,2008,120000,Diesel,Manual,17.5,1396,70,5
1084,Renault Captur 1.5 Diesel Platine,8,2017,"60,000.00",Diesel,Manual,20.37,1461,108.45,5
1085,Honda City V MT Exclusive,4.4,2012,"51,000.00",Petrol,Manual,16.8,1497,116.3,5
1086,Maruti Wagon R LXI DUO BSIII,1.1,2009,120000,LPG,Manual,17.3,1061,57.5,5
1087,Maruti Wagon R VXI,3.5,2015,114183,Petrol,Manual,21.79,998,67.05,5
1088,Hyundai Grand i10 Nios AMT Sportz,6.5,2020,"15,000.00",Petrol,Automatic,20.7,1197,81.86,5
1089,Toyota Corolla Altis VL AT,15.5,2018,"57,000.00",Petrol,Automatic,14.28,1798,138.03,5
1090,Mercedes-Benz E-Class E 220 CDI Avantgarde,39.75,2017,"49,000.00",Diesel,Automatic,10,2148,170,5
1091,Honda City 1.5 S MT,2.6,2009,"75,000.00",Petrol,Manual,17,1497,118,5
1092,Nissan Sunny XE D,5.3,2018,"50,000.00",Diesel,Manual,22.71,1461,84.8,5
1093,Tata Zest Quadrajet 1.3 75PS XM,4.17,2019,"45,000.00",Diesel,Manual,22.95,1248,74,5
1094,Hyundai Grand i10 Sportz,4.05,2015,"50,000.00",Petrol,Manual,18.9,1197,82,5
1095,Tata Indigo LX (TDI) BS III,2.1,2008,120000,Diesel,Manual,19.09,1396,69,5
1096,Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,19.5,2019,"29,250.00",Diesel,Manual,13.68,2393,147.8,8
1097,Maruti 800 AC BSIII,1.65,2013,"50,000.00",Petrol,Manual,16.1,796,37,4
1098,Mahindra XUV500 AT W10 1.99 mHawk,11.8,2016,100000,Diesel,Automatic,16,1997,140,7
1099,Mahindra Scorpio Intelli Hybrid S6 Plus,9.7,2017,"50,000.00",Diesel,Manual,15.4,2179,120,7
1100,Toyota Corolla Altis VL AT,12,2016,"60,100.00",Petrol,Automatic,14.28,1798,138.03,5
1101,Maruti Swift Dzire LDi,1.65,2008,120000,Diesel,Manual,19.3,1248,73.9,5
1102,Honda City i VTEC V,6.5,2016,"55,000.00",Petrol,Manual,17.8,1497,117.3,5
1103,Hyundai Elantra 2.0 SX AT,12.45,2017,"43,500.00",Petrol,Automatic,14.62,1999,149.92,5
1104,Maruti Vitara Brezza VDi Option,6.8,2016,"70,000.00",Diesel,Manual,24.3,1248,88.5,5
1105,Toyota Etios Liva G,4.55,2016,"22,000.00",Petrol,Manual,18.3,1197,null ,5
1106,Mahindra TUV 300 T6 Plus,8,2018,150000,Diesel,Manual,18.49,1493,100,7
1107,Maruti Swift ZDi,5,2012,120000,Diesel,Manual,22.9,1248,74,5
1108,Nissan Micra Active XV S,3.38,2014,"25,000.00",Petrol,Manual,19.49,1198,67.04,5
1109,Hyundai i10 Magna,2,2012,"70,000.00",Petrol,Manual,20.36,1197,78.9,5
1110,Maruti Wagon R LXI,2.75,2011,"53,000.00",Petrol,Manual,20.51,998,67.04,5
1111,Nissan Micra XV CVT,4,2016,"20,000.00",Petrol,Automatic,19.34,1198,76,5
1112,Hyundai Venue S Diesel,8.9,2020,"5,000.00",Diesel,Manual,23.7,1493,98.6,5
1113,Hyundai Verna 1.6 CRDi EX MT,3.6,2013,"58,000.00",Diesel,Manual,22.32,1582,126.3,5
1114,Hyundai i20 Magna Plus BSIV,6.2,2019,"15,000.00",Petrol,Manual,18.6,1197,81.86,5
1115,Hyundai Grand i10 Magna,3.6,2015,"55,000.00",Petrol,Manual,18.9,1197,82,5
1116,Datsun RediGO T Option,2.6,2019,"10,000.00",Petrol,Manual,22.7,799,53.64,5
1117,Maruti Swift Dzire AMT ZXI Plus BS IV,6.5,2017,"46,122.00",Petrol,Automatic,22,1197,81.8,5
1118,Skoda Yeti Elegance,4.5,2010,140000,Diesel,Manual,17.67,1968,138.08,5
1119,Maruti Vitara Brezza VDi Option,6.81,2016,"74,962.00",Diesel,Manual,24.3,1248,88.5,5
1120,Maruti Eeco 7 Seater Standard BSIV,2.15,2015,"40,000.00",Petrol,Manual,15.37,1196,73,7
1121,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,30.5,2018,"39,000.00",Diesel,Automatic,12.9,2755,174.5,7
1122,Hyundai Santro Xing GLS,2.25,2010,"70,000.00",Petrol,Manual,17.92,1086,62.1,5
1123,Maruti Ertiga ZDI,4,2013,"60,000.00",Diesel,Manual,20.77,1248,88.8,7
1124,Ford Ecosport 2015-2021 1.5 Petrol Trend BSIV,5.85,2016,"23,256.00",Petrol,Manual,17,1497,121.36,5
1125,Hyundai EON Era Plus,2.5,2013,"50,000.00",Petrol,Manual,21.1,814,55.2,5
1126,Hyundai EON Magna Plus,2.5,2015,"25,000.00",Petrol,Manual,21.1,814,55.2,5
1127,Maruti Vitara Brezza LDi,5.25,2016,"84,000.00",Diesel,Manual,24.3,1248,88.5,5
1128,Renault Duster 85PS Diesel RxL,4.4,2015,"56,308.00",Diesel,Manual,20.45,1461,83.8,5
1129,Mercedes-Benz GLA Class 200 d Sport,18.5,2015,"57,000.00",Diesel,Automatic,17.9,2143,136,5
1130,Honda City i DTEC SV,5.01,2014,"46,000.00",Diesel,Manual,26,1498,98.6,5
1131,Maruti Wagon R LXI,0.85,2007,"80,000.00",Petrol,Manual,21.79,998,67.05,5
1132,Mahindra Scorpio Adventure Edition 2WD,9,2016,"90,000.00",Diesel,Manual,15.4,2179,120,7
1133,Maruti 800 AC,1.3,2009,"60,000.00",Petrol,Manual,16.1,796,37,4
1134,Maruti Swift Dzire Tour LXI,3.25,2017,120000,Petrol,Manual,19,1197,85.8,5
1135,Maruti SX4 S Cross DDiS 200 Delta,5.2,2015,"70,000.00",Diesel,Manual,23.65,1248,88.5,5
1136,Hyundai EON D Lite Plus,2,2014,"25,000.00",Petrol,Manual,21.1,814,55.2,5
1137,Maruti Alto LXi,0.9,2005,120000,Petrol,Manual,19.7,796,46.3,5
1138,Hyundai Grand i10 1.2 Kappa Magna BSIV,5.25,2018,"15,000.00",Petrol,Manual,18.9,1197,81.86,5
1139,Tata Tiago 1.2 Revotron XZ Plus Dual Tone,6,2019,"15,000.00",Petrol,Manual,23.84,1199,84,5
1140,Skoda Rapid 1.6 MPI Elegance,4.25,2013,"52,000.00",Petrol,Manual,15,1598,103.5,5
1141,Hyundai i20 2015-2017 Asta Option 1.2,5.26,2015,"39,000.00",Petrol,Manual,18.6,1197,81.83,5
1142,Honda Amaze S i-Dtech,3.24,2013,"73,100.00",Diesel,Manual,25.8,1498,98.6,5
1143,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,30.4,2018,"39,000.00",Diesel,Automatic,12.9,2755,174.5,7
1144,Maruti Zen Estilo 1.1 LXI BSIII,1.25,2008,104801,Petrol,Manual,18.2,1061,64,5
1145,Maruti Ciaz ZDi SHVS,5.65,2015,"49,000.00",Diesel,Manual,28.09,1248,88.5,5
1146,Hyundai Verna 1.6 CRDi EX MT,5,2013,100000,Diesel,Manual,22.32,1582,126.3,5
1147,Maruti Dzire LXI,3.85,2015,"50,000.00",Petrol,Manual,23.26,1197,88.5,5
1148,Volkswagen Polo 2015-2019 1.5 TDI Highline,7,2017,"66,900.00",Diesel,Manual,20.14,1498,88,5
1149,Hyundai Creta 1.6 VTVT AT SX Plus,10.95,2017,"46,000.00",Petrol,Automatic,13,1591,121.3,5
1150,Maruti Swift VXI 2018,5.5,2018,"40,000.00",Petrol,Manual,22,1197,81.8,5
1151,Hyundai i10 Sportz,3,2010,"28,400.00",Petrol,Manual,20.36,1197,78.9,5
1152,MG Hector Hybrid Sharp MT,18,2020,"4,800.00",Petrol,Manual,15.81,1451,141,5
1153,Volkswagen Polo Petrol Trendline 1.2L,3.1,2012,"62,000.00",Petrol,Manual,16.47,1198,73.9,5
1154,Tata Zest Quadrajet 1.3 75PS XE,4,2016,120000,Diesel,Manual,22.95,1248,74,5
1155,Hyundai Verna 1.6 VTVT SX,7.8,2016,"25,000.00",Petrol,Manual,17.01,1591,121.3,5
1156,Maruti Swift VXI Glory Limited Edition,4.5,2015,"45,864.00",Petrol,Manual,20.4,1197,83.11,5
1157,Renault Duster 85PS Diesel RxE,3.1,2014,185000,Diesel,Manual,20.45,1461,83.8,5
1158,Mahindra Scorpio VLX 2WD AIRBAG BSIII,5.56,2011,"60,000.00",Diesel,Manual,12.05,2179,120,8
1159,Mahindra XUV500 W6 2WD,8.25,2014,170000,Diesel,Manual,15.1,2179,140,7
1160,Land Rover Range Rover Evoque 2.2L Pure,25.9,2014,"82,000.00",Diesel,Automatic,12.7,2179,187.7,5
1161,Mahindra Scorpio VLX 2WD AIRBAG BSIV,4.65,2011,"60,000.00",Diesel,Manual,12.05,2179,120,8
1162,Honda Amaze VX i-VTEC,5.51,2016,"13,433.00",Petrol,Manual,17.8,1198,86.7,5
1163,Hyundai i20 Sportz 1.4 CRDi,6,2015,"35,000.00",Diesel,Manual,22.54,1396,88.73,5
1164,Hyundai Santro Era,4.1,2019,"5,000.00",Petrol,Manual,20.3,1086,68,5
1165,Maruti Swift VXI 2018,5.75,2018,"32,400.00",Petrol,Manual,22,1197,81.8,5
1166,Mahindra Thar CRDe AC,7,2014,"60,000.00",Diesel,Manual,16.55,2498,105,6
1167,Toyota Innova Crysta 2016-2020 2.7 GX AT 8S BSIV,14.95,2017,"50,000.00",Petrol,Automatic,10.75,2694,163.7,8
1168,Mercedes-Benz GL-Class 350 CDI Luxury,41,2016,"70,000.00",Diesel,Automatic,12,2987,224,7
1169,Mahindra Scorpio 1.99 S10,11.5,2017,"56,000.00",Diesel,Manual,15.4,1997,120,7
1170,Maruti Alto K10 VXI,2.51,2014,"34,000.00",Petrol,Manual,23.95,998,67.05,5
1171,Renault Lodgy 110PS RxZ 7 Seater,4.85,2015,"85,000.00",Diesel,Manual,19.98,1461,108.5,7
1172,Hyundai Grand i10 Asta Option,4.25,2015,"59,000.00",Petrol,Manual,18.9,1197,82,5
1173,Maruti SX4 S Cross DDiS 320 Zeta,6.8,2015,130000,Diesel,Manual,22.7,1598,118,5
1174,Hyundai Grand i10 1.2 Kappa Sportz BSIV,6,2019,"30,000.00",Petrol,Manual,18.9,1197,81.86,5
1175,Maruti Ciaz ZDi Plus,6.81,2015,"48,767.00",Diesel,Manual,26.21,1248,88.5,5
1176,Honda Jazz 1.5 V i DTEC,5,2015,"88,541.00",Diesel,Manual,27.3,1498,98.6,5
1177,Tata Zest Quadrajet 1.3 XT,4,2016,170000,Diesel,Manual,20.65,1248,88.7,5
1178,Maruti Swift VDI,3.4,2013,"57,300.00",Diesel,Manual,28.4,1248,74,5
1179,Hyundai Creta 1.6 VTVT AT SX Plus,9.98,2016,"66,500.00",Petrol,Automatic,13,1591,121.3,5
1180,Hyundai i20 Magna 1.2,5,2014,"24,000.00",Petrol,Manual,18.6,1197,81.83,5
1181,Honda Amaze S i-DTEC,4.45,2014,"27,233.00",Diesel,Manual,25.8,1498,98.6,5
1182,Hyundai Creta 1.4 CRDi Base,10.5,2016,"43,031.00",Diesel,Manual,21.38,1396,88.7,5
1183,Mahindra XUV500 W10 2WD,14,2015,"25,000.00",Diesel,Manual,16,2179,140,7
1184,Hyundai Santa Fe 4X2,9.96,2014,"80,000.00",Diesel,Manual,14.66,2199,194.3,7
1185,Ford Figo Diesel Celebration Edition,2.8,2013,"43,434.00",Diesel,Manual,20,1399,68.1,5
1186,Maruti Swift Dzire VDI,7.5,2018,"40,000.00",Diesel,Manual,28.4,1248,74.02,5
1187,Honda Jazz X,2.5,2011,"80,000.00",Petrol,Manual,16.7,1198,88.8,5
1188,Tata Zest Revotron 1.2T XE,3.5,2017,"25,000.00",Petrol,Manual,17.57,1193,88.7,5
1189,Tata Zest Quadrajet 1.3 XM,3.5,2015,"70,000.00",Diesel,Manual,23,1248,88.7,5
1190,Volkswagen Polo Petrol Trendline 1.2L,2.45,2011,"63,000.00",Petrol,Manual,16.47,1198,73.9,5
1191,Volkswagen Polo Diesel Trendline 1.2L,2.5,2013,"90,000.00",Diesel,Manual,22.07,1199,73.9,5
1192,Tata Tiago 1.05 Revotorq XZ WO Alloy,4.75,2017,"22,000.00",Diesel,Manual,27.28,1047,69,5
1193,Mahindra Bolero Power Plus Plus AC BSIV PS,6,2017,"80,000.00",Diesel,Manual,15.96,2523,63,9
1194,Mahindra XUV500 W6 2WD,5.7,2013,"51,674.00",Diesel,Manual,15.1,2179,140,7
1195,Hyundai Xcent 1.2 Kappa SX,4.55,2014,"12,700.00",Petrol,Manual,19.1,1197,82,5
1196,Chevrolet Spark 1.0 LT LPG,1.25,2012,"60,000.00",LPG,Manual,13.2,995,60.2,5
1197,Datsun RediGO T Option,2.45,2016,"10,000.00",Petrol,Manual,22.7,799,53.64,5
1198,Honda Brio 1.2 S MT,3.1,2014,"72,780.00",Petrol,Manual,18.5,1198,86.8,5
1199,Tata Indigo LX BSIV,2.24,2013,162000,Diesel,Manual,23.03,1396,69,5
1200,Hyundai i20 Magna,3.5,2013,"35,858.00",Petrol,Manual,18.5,1197,82.85,5
1201,Maruti Ciaz Alpha Automatic BSIV,10,2018,"35,000.00",Petrol,Automatic,20.28,1462,103.25,5
1202,Hyundai Verna CRDi 1.6 SX,9.9,2018,"18,329.00",Diesel,Manual,22,1582,126.2,5
1203,Nissan Micra XV CVT,3.8,2016,"8,000.00",Petrol,Automatic,19.34,1198,76,5
1204,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,20.5,2018,"49,000.00",Diesel,Automatic,11.36,2755,171.5,7
1205,Mahindra Thar CRDe AC,5,2012,"50,000.00",Diesel,Manual,16.55,2498,105,6
1206,Volkswagen Vento Petrol Highline,3.85,2011,"50,000.00",Petrol,Manual,15.04,1598,103.6,5
1207,Maruti Alto K10 2010-2014 VXI,2.8,2013,"47,000.00",Petrol,Manual,20.92,998,67.1,5
1208,Maruti Swift 1.3 DLX,4.65,2014,"60,000.00",Diesel,Manual,25.2,1248,74,5
